	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	AD1	AD2	AD3	AD4	AD5	AD6	AD7	AD8	AD9	AD10	AD11	AD12	AD13	AD14	AD15	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD28	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD38	AD39	AD40	AD41	AD42	AD43	AD44	AD45	AD46	AD47	AD48
miR-824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-825	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	3	2	0	0	1	0	1	1	0	3	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
miR-827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-832	3	2	2	0	0	7	0	1	0	0	0	2	6	2	4	4	1	1	4	6	8	1	1	0	0	0	1	1	0	0	3	0	2	0	1	2	2	15	4	2	4	11	1	1	13	7	0	0	0	4	0	0	1	1	0	0	1	1	0	0	2	0	6	0	0	0	5	8	1	0
miR-833	3	2	1	1	2	3	1	2	3	4	2	2	0	2	1	1	2	0	2	2	3	0	2	3	2	0	2	1	2	0	8	1	12	0	2	2	2	6	3	3	2	2	0	1	10	3	1	3	1	1	5	0	3	1	2	4	1	1	1	1	2	0	3	4	2	2	2	5	3	0
miR-834	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
miR-837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-840	173	109	107	23	18	203	13	971	124	850	55	34	76	5	126	169	8	78	147	451	435	306	19	45	19	3	20	6	14	12	86	2	2	1	4	3	6	77	8	581	634	161	11	4	826	36	1	2455	2	150	25	28	55	3	2	12	8	2	0	12	36	0	58	118	7	15	18	130	95	31
miR-841	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
miR-842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-843	3	5	4	1	0	2	0	0	0	3	2	1	2	0	4	1	0	0	0	2	0	1	1	1	0	1	1	0	0	0	23	0	1	1	0	0	1	4	0	18	4	2	0	0	16	1	0	6	0	3	3	0	1	0	0	1	0	0	0	0	2	0	2	1	0	0	0	4	5	1
miR-844	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-846	6	4	13	0	6	4	0	4	1	9	6	4	0	0	13	1	3	4	8	6	4	8	4	3	4	1	6	0	2	5	84	7	7	1	8	7	2	18	2	42	12	8	8	7	34	5	0	27	3	6	24	0	7	6	2	5	1	3	2	1	19	0	1	12	1	5	2	8	4	2
miR-847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-848	0	2	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	2	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	1	0	1	3
miR-849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-851	25	13	16	13	8	18	7	25	17	17	17	15	23	6	20	11	16	14	55	35	40	13	43	23	12	23	48	8	21	29	58	57	35	7	35	28	52	124	30	90	47	49	38	17	200	63	12	43	16	20	52	0	31	26	20	9	9	14	10	8	77	8	36	19	34	13	17	42	37	18
miR-852	0	0	0	2	0	2	0	2	1	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	1	0	1	0	1	3	4	0	0	2	1	0	2	4	0	0	0	0	1	2	0	1	2	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1
miR-853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-855	4	3	1	0	0	2	2	13	1	2	0	2	1	2	7	2	3	3	3	8	5	1	1	2	3	0	2	1	2	5	18	1	7	0	1	2	3	17	1	43	18	18	3	0	16	3	4	4	1	7	4	0	4	0	4	2	0	1	0	1	13	0	5	3	3	5	1	16	2	3
miR-856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-857	4	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	2	0	0	0	5	0	1	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0
miR-858	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	3	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
miR-859	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-861	33	14	8	17	17	42	11	33	13	13	15	15	25	19	72	41	33	30	40	21	42	10	21	25	14	20	42	6	14	28	83	36	19	9	33	31	64	146	22	61	67	83	37	12	74	109	9	86	10	14	42	0	38	15	42	20	13	6	13	3	70	7	29	13	18	18	26	76	22	14
miR-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-864	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0
miR-865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-866	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
miR-867	908	485	1555	273	147	421	82	2516	887	2734	1068	633	420	131	1075	281	72	264	1073	1398	1924	1667	544	422	542	192	652	148	318	669	5857	236	1401	102	582	793	1059	6321	545	5366	1924	4099	564	358	12987	1339	218	3040	148	2154	968	10	1499	419	930	407	123	98	104	161	2271	48	1707	2020	645	712	380	2375	1869	855
miR-868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-871	0	0	0	2	0	2	0	2	1	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	1	0	1	0	1	2	4	0	0	2	1	0	2	3	0	0	0	0	1	2	0	1	2	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1
miR-872	25	27	22	10	18	20	18	27	22	64	18	13	7	11	148	28	55	32	10	11	14	29	15	32	18	5	17	4	8	12	55	3	6	2	11	7	7	67	6	83	26	36	12	5	127	16	2	93	2	36	30	0	23	7	3	9	5	3	1	10	20	0	16	24	5	9	3	14	41	11
miR-873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-874	0	0	0	4	1	1	0	0	1	2	0	0	2	2	4	2	5	2	2	3	0	0	3	2	2	1	0	1	3	1	0	2	0	1	4	0	1	3	4	0	0	1	6	7	3	1	1	1	3	2	1	0	0	1	1	1	1	2	1	5	3	2	0	0	3	0	0	1	0	2
miR-875	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	2	1	0	0	5	0	0	0	0	0	0	1	0	2	1	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2
miR-876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	2	0	1	0	0	0	2	1	1	1	2	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1
miR-879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-882	1	0	1	2	2	0	1	2	0	0	0	0	1	1	0	0	2	1	0	0	1	0	1	1	1	3	3	0	6	2	1	2	1	2	2	1	4	2	0	1	0	3	3	0	6	2	0	5	5	0	6	0	0	1	0	2	3	0	0	0	2	0	0	0	2	1	1	0	0	0
miR-883	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1
miR-884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-886	217	176	105	46	20	6	24	25	31	302	91	42	5	26	54	34	75	102	341	43	18	161	26	97	55	18	78	15	66	177	267	20	150	8	111	60	47	460	12	252	267	252	45	42	628	69	28	366	30	492	176	2	46	28	40	29	19	11	35	16	198	23	63	197	106	109	48	135	235	192
miR-887	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-888	15	13	8	6	0	8	0	3	2	1	3	8	7	3	8	6	6	2	17	17	26	4	7	4	0	1	12	1	2	9	28	5	6	0	8	6	9	84	2	16	9	37	4	1	84	21	3	7	0	13	2	0	5	2	3	2	3	1	1	1	6	0	7	10	2	8	7	33	12	3
miR-889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-891	7	4	5	2	3	4	6	4	0	2	3	4	7	1	14	5	4	5	8	2	1	3	5	3	0	3	0	1	6	5	5	3	2	1	4	3	4	23	1	9	4	15	5	3	21	11	2	3	1	7	5	0	3	5	6	2	1	1	1	3	5	0	9	4	3	2	7	9	2	1
miR-892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1
miR-895	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	3	0	1	1	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	3	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
miR-896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-897	10	10	18	4	2	10	3	26	8	22	8	5	15	1	15	8	3	10	13	21	24	11	9	2	7	4	13	5	1	9	56	1	26	2	8	9	11	82	3	38	26	44	3	9	77	19	3	11	1	22	22	0	5	6	10	4	1	1	5	2	28	1	10	28	3	3	6	29	33	7
miR-898	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	4	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0
miR-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-900	258	136	25	103	25	151	13	60	7	30	16	13	232	23	85	88	10	90	81	82	116	15	19	9	69	5	38	10	14	20	290	12	56	2	34	75	49	369	49	295	215	85	8	12	806	129	4	38	3	168	48	0	158	15	17	21	14	3	1	9	152	2	124	334	26	41	31	39	357	80
miR-901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-902	7390	4597	4326	3771	1879	5631	2728	10853	4409	10164	5351	3188	6258	2491	16566	4262	2900	3551	4524	5520	5900	10007	2772	4447	2042	718	3655	713	766	2340	33600	1552	5146	579	2378	2107	2427	16485	1743	41389	15412	11025	1427	1868	36810	8086	471	11301	514	13145	8003	150	5886	2678	2768	2767	832	616	436	1655	12961	328	8285	12004	1946	3699	3407	9164	13721	4407
miR-903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-904	4	9	8	4	2	12	2	4	2	12	7	5	4	0	5	4	8	4	7	6	7	3	3	2	2	1	7	0	1	2	25	2	16	0	2	2	6	66	5	25	16	21	2	0	52	17	2	10	0	27	11	0	4	4	5	4	1	1	1	0	32	0	17	22	2	3	6	16	14	10
miR-905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-908	19	39	15	35	51	48	13	21	11	30	25	24	30	9	39	38	53	18	34	27	35	19	27	35	26	19	40	22	35	60	69	17	44	16	59	21	47	61	33	62	50	32	44	58	127	45	11	47	20	25	69	3	21	22	24	45	13	9	24	78	38	7	55	13	33	20	39	53	28	17
miR-909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-912	135	74	95	35	12	125	34	113	85	269	70	48	102	33	989	120	182	115	32	70	121	72	39	44	12	7	70	2	11	20	241	11	29	6	25	33	26	409	18	358	126	327	14	11	650	122	5	181	5	140	83	2	52	9	36	19	10	0	5	9	105	2	83	92	42	34	24	152	88	32
miR-913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-915	12	6	10	4	5	22	2	15	13	11	14	19	8	2	3	11	8	8	25	67	67	11	38	7	20	20	14	14	37	47	13	18	50	9	35	55	47	96	23	13	16	31	39	19	227	25	16	6	8	23	37	1	32	20	44	28	6	8	12	15	64	5	60	10	45	14	18	58	24	35
miR-916	7	1	2	0	2	5	1	1	0	1	6	4	5	2	12	5	1	1	8	8	14	3	3	0	3	1	8	1	1	2	3	0	3	1	6	6	3	27	0	12	2	17	8	1	26	9	2	3	0	7	6	0	2	4	7	0	0	1	1	3	5	0	3	3	2	6	1	12	6	1
miR-917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
